bon_id;kunde;tag;verkaufsstunde;verkaufspositionsnr;referenzcluster;plz;stadt;bruttowert;edeka_oberwarengruppe;edeka_warengruppe;warengruppe_text;artikel;artikel_text
"20210518-071046-0000000001-00000000000000003599;71046;20210518;9;11;1;46537;Dinslaken;1.490;230200;230201;Mayonnaise;147816005;Appel Delikatess-Mayonnaise 250ml"
"20210518-071046-0000000001-00000000000000003601;71046;20210518;9;8;1;46537;Dinslaken;2.370;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003608;71046;20210518;9;17;1;46537;Dinslaken;0.990;230100;230103;Feinkostsaucen;150027009;Gourmets W.China Sauce süß-sauer 350"
"20210518-071046-0000000001-00000000000000003612;71046;20210518;9;3;1;46537;Dinslaken;0.990;230300;230302;Senf;131340008;Löwensenf Extra Scharf 100ml"
"20210518-071046-0000000001-00000000000000003617;71046;20210518;9;5;1;46537;Dinslaken;0.290;230300;230302;Senf;1205770008;G&G Senf mittelscharf 250ml"
"20210518-071046-0000000001-00000000000000003643;71046;20210518;10;7;1;46537;Dinslaken;0.990;230200;230202;Remoulade;1583157008;G&G Remoulade 500ml"
"20210518-071046-0000000001-00000000000000003650;71046;20210518;10;1;1;46537;Dinslaken;1.490;230200;230201;Mayonnaise;147816005;Appel Delikatess-Mayonnaise 250ml"
"20210518-071046-0000000001-00000000000000003650;71046;20210518;10;2;1;46537;Dinslaken;1.490;230200;230201;Mayonnaise;147816005;Appel Delikatess-Mayonnaise 250ml"
"20210518-071046-0000000001-00000000000000003667;71046;20210518;11;4;1;46537;Dinslaken;0.990;230500;230502;Gewürze u. Kräuter;779207008;P&W Dän.Röstzwiebeln 150g"
"20210518-071046-0000000001-00000000000000003681;71046;20210518;11;2;1;46537;Dinslaken;1.110;230100;230103;Feinkostsaucen;3312194003;Develey Spicy Burger Sauce 250ml"
"20210518-071046-0000000001-00000000000000003681;71046;20210518;11;5;1;46537;Dinslaken;1.290;230500;230502;Gewürze u. Kräuter;129427001;Kühne Röstzwiebeln 100g"
"20210518-071046-0000000001-00000000000000003681;71046;20210518;11;1;1;46537;Dinslaken;1.790;230200;230201;Mayonnaise;147997003;Homann Hamburger Sauce 450ml"
"20210518-071046-0000000001-00000000000000003688;71046;20210518;11;5;1;46537;Dinslaken;1.790;230200;230202;Remoulade;129216003;Thomy Remoulade 80% 200ml"
"20210518-071046-0000000001-00000000000000003707;71046;20210518;12;10;1;46537;Dinslaken;1.790;230100;230107;Tafelfert Sauc. fl.;3595299000;Lukull Sauce Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003710;71046;20210518;12;12;1;46537;Dinslaken;2.690;230200;230201;Mayonnaise;1750068007;Luvat Delikatess Mayonnaise 80% 875ml"
"20210518-071046-0000000001-00000000000000003710;71046;20210518;12;13;1;46537;Dinslaken;0.790;230100;230101;Tomatenketchup;4290588008;G&G Tomatenketchup 500ml"
"20210518-071046-0000000001-00000000000000003711;71046;20210518;12;14;1;46537;Dinslaken;1.790;230200;230201;Mayonnaise;129227003;Thomy Delikatess Mayonnaise 82% 200ml"
"20210518-071046-0000000001-00000000000000003711;71046;20210518;12;15;1;46537;Dinslaken;1.790;230200;230201;Mayonnaise;129227003;Thomy Delikatess Mayonnaise 82% 200ml"
"20210518-071046-0000000001-00000000000000003711;71046;20210518;12;13;1;46537;Dinslaken;1.290;230300;230302;Senf;536461005;Löwensenf Medium 200ml"
"20210518-071046-0000000001-00000000000000003715;71046;20210518;12;12;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003715;71046;20210518;12;13;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003732;71046;20210518;12;15;1;46537;Dinslaken;1.110;230100;230103;Feinkostsaucen;3312194003;Develey Spicy Burger Sauce 250ml"
"20210518-071046-0000000001-00000000000000003758;71046;20210518;13;2;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003758;71046;20210518;13;3;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003769;71046;20210518;13;11;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;392436001;Thomy Les Sauces Zitr.Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003769;71046;20210518;13;12;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;392436001;Thomy Les Sauces Zitr.Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003773;71046;20210518;13;28;1;46537;Dinslaken;1.790;230200;230202;Remoulade;129216003;Thomy Remoulade 80% 200ml"
"20210518-071046-0000000001-00000000000000003780;71046;20210518;14;10;1;46537;Dinslaken;1.790;230100;230107;Tafelfert Sauc. fl.;3595299000;Lukull Sauce Hollandaise 250ml"
"20210518-071046-0000000001-00000000000000003794;71046;20210518;14;4;1;46537;Dinslaken;0.890;230300;230302;Senf;129220002;Thomy Delikatess Senf 100ml"
"20210518-071046-0000000001-00000000000000003814;71046;20210518;15;5;1;46537;Dinslaken;1.790;230200;230202;Remoulade;129216003;Thomy Remoulade 80% 200ml"
"20210518-071046-0000000001-00000000000000003826;71046;20210518;15;11;1;46537;Dinslaken;1.490;230100;230103;Feinkostsaucen;1094717009;Heinz Curry Mango Sauce 220ml"
"20210518-071046-0000000002-00000000000000008414;71046;20210518;17;5;1;46537;Dinslaken;0.990;230200;230201;Mayonnaise;4454096006;G&G Delikatess Mayonnaise 500ml"
"20210518-071046-0000000002-00000000000000008422;71046;20210518;17;5;1;46537;Dinslaken;0.890;230200;230201;Mayonnaise;132442006;G&G Salat Mayonnaise 500ml"
"20210518-071046-0000000002-00000000000000008435;71046;20210518;18;13;1;46537;Dinslaken;1.790;230100;230107;Tafelfert Sauc. fl.;3595299000;Lukull Sauce Hollandaise 250ml"
"20210518-071046-0000000002-00000000000000008444;71046;20210518;18;7;1;46537;Dinslaken;2.490;230100;230102;Gewürzketchup;129393009;Hela Curry Gewürzketchup Scharf800ml"
"20210518-071046-0000000002-00000000000000008444;71046;20210518;18;8;1;46537;Dinslaken;0.800;230100;230103;Feinkostsaucen;3095298002;G&G Curry Sauce 300ml"
"20210518-071046-0000000002-00000000000000008454;71046;20210518;18;16;1;46537;Dinslaken;2.690;230200;230201;Mayonnaise;1750068007;Luvat Delikatess Mayonnaise 80% 875ml"
"20210518-071046-0000000002-00000000000000008465;71046;20210518;19;5;1;46537;Dinslaken;0.290;230300;230302;Senf;1205770008;G&G Senf mittelscharf 250ml"
"20210518-071046-0000000002-00000000000000008477;71046;20210518;19;5;1;46537;Dinslaken;1.790;230200;230201;Mayonnaise;147997003;Homann Hamburger Sauce 450ml"
"20210518-071046-0000000002-00000000000000008477;71046;20210518;19;18;1;46537;Dinslaken;2.690;230200;230201;Mayonnaise;1750068007;Luvat Delikatess Mayonnaise 80% 875ml"
"20210518-071046-0000000002-00000000000000008477;71046;20210518;19;11;1;46537;Dinslaken;1.790;230200;230299;Stg. mayo-ähnl. Sauc;2612773004;Homann Hot Dog Sauce 450ml"
"20210518-071046-0000000002-00000000000000008484;71046;20210518;20;23;1;46537;Dinslaken;1.110;230100;230103;Feinkostsaucen;2555655005;Develey Curry Sauce 250ml"
"20210518-071046-0000000002-00000000000000008484;71046;20210518;20;4;1;46537;Dinslaken;2.490;230100;230102;Gewürzketchup;129393009;Hela Curry Gewürzketchup Scharf800ml"
"20210518-071046-0000000002-00000000000000008484;71046;20210518;20;6;1;46537;Dinslaken;2.690;230200;230201;Mayonnaise;1750068007;Luvat Delikatess Mayonnaise 80% 875ml"
"20210518-071046-0000000002-00000000000000008487;71046;20210518;20;26;1;46537;Dinslaken;1.790;230200;230201;Mayonnaise;147997003;Homann Hamburger Sauce 450ml"
"20210518-071046-0000000003-00000000000000009356;71046;20210518;9;9;1;46537;Dinslaken;1.790;230200;230201;Mayonnaise;129227003;Thomy Delikatess Mayonnaise 82% 200ml"
"20210518-071046-0000000003-00000000000000009360;71046;20210518;9;1;1;46537;Dinslaken;2.970;230500;230502;Gewürze u. Kräuter;779207008;P&W Dän.Röstzwiebeln 150g"
"20210518-071046-0000000003-00000000000000009365;71046;20210518;9;5;1;46537;Dinslaken;1.790;230100;230101;Tomatenketchup;3605877000;Kraft Tomaten Ketchup 500ml"
"20210518-071046-0000000003-00000000000000009387;71046;20210518;10;5;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;392436001;Thomy Les Sauces Zitr.Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009387;71046;20210518;10;6;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;392436001;Thomy Les Sauces Zitr.Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009390;71046;20210518;10;1;1;46537;Dinslaken;0.490;230300;230302;Senf;3164811004;G&G Senf mittelscharf 200ml"
"20210518-071046-0000000003-00000000000000009396;71046;20210518;10;2;1;46537;Dinslaken;0.990;230100;230103;Feinkostsaucen;3320793005;E.Smokey Honey-BBQ-Sauce 300ml"
"20210518-071046-0000000003-00000000000000009408;71046;20210518;10;22;1;46537;Dinslaken;2.690;230300;230399;Stg. Senfspezialität;268868002;Maille Dijon Senf mit Honig 200ml"
"20210518-071046-0000000003-00000000000000009409;71046;20210518;10;36;1;46537;Dinslaken;1.790;230100;230107;Tafelfert Sauc. fl.;3595299000;Lukull Sauce Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009424;71046;20210518;10;5;1;46537;Dinslaken;1.990;230200;230201;Mayonnaise;1065740001;Bruckmann Mayonnaise 80% 500ml"
"20210518-071046-0000000003-00000000000000009431;71046;20210518;11;3;1;46537;Dinslaken;1.490;230100;230103;Feinkostsaucen;2643893001;Heinz Sweet Chili Sauce 220ml"
"20210518-071046-0000000003-00000000000000009431;71046;20210518;11;4;1;46537;Dinslaken;1.490;230100;230103;Feinkostsaucen;2643893001;Heinz Sweet Chili Sauce 220ml"
"20210518-071046-0000000003-00000000000000009493;71046;20210518;13;12;1;46537;Dinslaken;2.690;230200;230201;Mayonnaise;1750068007;Luvat Delikatess Mayonnaise 80% 875ml"
"20210518-071046-0000000003-00000000000000009496;71046;20210518;13;6;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;659989000;Thomy Les Sauces Hollandaise Legere250ml"
"20210518-071046-0000000003-00000000000000009506;71046;20210518;13;14;1;46537;Dinslaken;1.360;230300;230302;Senf;129168005;Thomy Delikatess Senf 200ml"
"20210518-071046-0000000003-00000000000000009506;71046;20210518;13;12;1;46537;Dinslaken;1.790;230200;230203;Salatcreme;129198006;Miracel Whip 500ml"
"20210518-071046-0000000003-00000000000000009507;71046;20210518;13;4;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;659989000;Thomy Les Sauces Hollandaise Legere250ml"
"20210518-071046-0000000003-00000000000000009514;71046;20210518;13;13;1;46537;Dinslaken;0.990;230200;230201;Mayonnaise;4454096006;G&G Delikatess Mayonnaise 500ml"
"20210518-071046-0000000003-00000000000000009518;71046;20210518;13;3;1;46537;Dinslaken;1.190;230100;230107;Tafelfert Sauc. fl.;2276361003;Knorr Sauce Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009519;71046;20210518;13;6;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009519;71046;20210518;13;7;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009519;71046;20210518;13;15;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009519;71046;20210518;13;17;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009519;71046;20210518;13;18;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129193001;Thomy Les Sauces Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009533;71046;20210518;14;42;1;46537;Dinslaken;1.790;230200;230203;Salatcreme;129208002;Miracel Whip Balance 500ml"
"20210518-071046-0000000003-00000000000000009533;71046;20210518;14;38;1;46537;Dinslaken;1.790;230100;230101;Tomatenketchup;3605877000;Kraft Tomaten Ketchup 500ml"
"20210518-071046-0000000003-00000000000000009545;71046;20210518;14;4;1;46537;Dinslaken;1.890;230100;230199;Stg. Saucen flüssig;137679001;unox Gratin Sauce Käse 400ml"
"20210518-071046-0000000003-00000000000000009553;71046;20210518;15;7;1;46537;Dinslaken;2.140;230300;230302;Senf;120738001;Maille Dijon-Senf Original 200ml"
"20210518-071046-0000000003-00000000000000009557;71046;20210518;15;15;1;46537;Dinslaken;0.990;230200;230201;Mayonnaise;4454096006;G&G Delikatess Mayonnaise 500ml"
"20210518-071046-0000000003-00000000000000009559;71046;20210518;15;12;1;46537;Dinslaken;1.790;230100;230107;Tafelfert Sauc. fl.;3595299000;Lukull Sauce Hollandaise 250ml"
"20210518-071046-0000000003-00000000000000009564;71046;20210518;15;12;1;46537;Dinslaken;1.290;230500;230502;Gewürze u. Kräuter;129427001;Kühne Röstzwiebeln 100g"
"20210518-071046-0000000003-00000000000000009564;71046;20210518;15;24;1;46537;Dinslaken;0.590;230200;230201;Mayonnaise;207653007;Homann Salat Mayonnaise 50% 100ml"
"20210518-071046-0000000003-00000000000000009564;71046;20210518;15;15;1;46537;Dinslaken;1.790;230200;230299;Stg. mayo-ähnl. Sauc;2612773004;Homann Hot Dog Sauce 450ml"
"20210518-071046-0000000003-00000000000000009565;71046;20210518;15;3;1;46537;Dinslaken;1.490;230100;230102;Gewürzketchup;3836762001;G&G Curry-Gewürz-Ketchup 875ml"
"20210518-071046-0000000003-00000000000000009579;71046;20210518;15;2;1;46537;Dinslaken;1.390;230300;230302;Senf;131339008;Löwensenf Extra scharf 250ml"
"20210518-071046-0000000003-00000000000000009589;71046;20210518;15;6;1;46537;Dinslaken;2.140;230300;230302;Senf;120738001;Maille Dijon-Senf Original 200ml"
"20210518-071046-0000000003-00000000000000009598;71046;20210518;15;11;1;46537;Dinslaken;0.490;230300;230302;Senf;3164811004;G&G Senf mittelscharf 200ml"
"20210518-071046-0000000003-00000000000000009631;71046;20210518;17;7;1;46537;Dinslaken;1.790;230200;230203;Salatcreme;129198006;Miracel Whip 500ml"
"20210518-071046-0000000003-00000000000000009638;71046;20210518;17;13;1;46537;Dinslaken;0.890;230300;230302;Senf;129220002;Thomy Delikatess Senf 100ml"
"20210518-071046-0000000003-00000000000000009654;71046;20210518;17;7;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129292007;Thomy Les Sauces Geflügel Sahne 250ml"
"20210518-071046-0000000003-00000000000000009654;71046;20210518;17;8;1;46537;Dinslaken;0.790;230100;230107;Tafelfert Sauc. fl.;129292007;Thomy Les Sauces Geflügel Sahne 250ml"
"20210518-071046-0000000003-00000000000000009679;71046;20210518;18;5;1;46537;Dinslaken;0.990;230200;230201;Mayonnaise;4454096006;G&G Delikatess Mayonnaise 500ml"
"20210518-071046-0000000003-00000000000000009696;71046;20210518;18;3;1;46537;Dinslaken;0.990;230200;230202;Remoulade;1583157008;G&G Remoulade 500ml"
"20210518-071046-0000000003-00000000000000009696;71046;20210518;18;14;1;46537;Dinslaken;0.490;230300;230302;Senf;3164811004;G&G Senf mittelscharf 200ml"
"20210518-071046-0000000003-00000000000000009696;71046;20210518;18;4;1;46537;Dinslaken;0.990;230200;230201;Mayonnaise;4454096006;G&G Delikatess Mayonnaise 500ml"
"20210518-071046-0000000003-00000000000000009739;71046;20210518;20;3;1;46537;Dinslaken;0.990;230100;230103;Feinkostsaucen;129142003;Kühne Würzsauce Knoblauch 250ml"
"20210518-071046-0000000003-00000000000000009476;71046;20210518;12;4;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;120867008;Ritter Sport Schokolade Pfefferminz 100g"
"20210518-071046-0000000003-00000000000000009480;71046;20210518;12;6;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;120862003;Ritter Sport Trauben-Nuss 100g"
"20210518-071046-0000000003-00000000000000009480;71046;20210518;12;5;1;46537;Dinslaken;1.390;280100;280101;Tafelschokolade;3061484008;Ritter Sport NK D.Vol.Nuss 100g"
"20210518-071046-0000000003-00000000000000009483;71046;20210518;12;11;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;2730585006;Milka Karamell 100g"
"20210518-071046-0000000003-00000000000000009483;71046;20210518;12;12;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;2730585006;Milka Karamell 100g"
"20210518-071046-0000000003-00000000000000009483;71046;20210518;12;13;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;2730585006;Milka Karamell 100g"
"20210518-071046-0000000003-00000000000000009493;71046;20210518;13;7;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;120784004;Milka Nuss-Nougat 300g"
"20210518-071046-0000000003-00000000000000009522;71046;20210518;13;9;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3359808004;Milka Noisette 270g"
"20210518-071046-0000000003-00000000000000009522;71046;20210518;13;10;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3359824006;Milka Ganze Haselnuss 270g"
"20210518-071046-0000000003-00000000000000009522;71046;20210518;13;11;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3363807000;Milka Triolade 280g"
"20210518-071046-0000000003-00000000000000009522;71046;20210518;13;12;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3363808003;Milka Alpenmilch 270g"
"20210518-071046-0000000003-00000000000000009537;71046;20210518;14;4;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3094883001;Milka Schoko Erdnuss Karamell Tafel 276g"
"20210518-071046-0000000003-00000000000000009550;71046;20210518;15;1;1;46537;Dinslaken;1.790;270300;270303;Waffeln mit Schokol;3850291000;G&G Milch-Haseln.Waffelschn.10x25g"
"20210518-071046-0000000003-00000000000000009571;71046;20210518;15;10;1;46537;Dinslaken;2.990;280100;280101;Tafelschokolade;2890960004;kinder Schokolade 300g"
"20210518-071046-0000000003-00000000000000009572;71046;20210518;15;10;1;46537;Dinslaken;1.490;280100;280101;Tafelschokolade;2202384005;Merci Kaffee-Sahne 100g"
"20210518-071046-0000000003-00000000000000009581;71046;20210518;15;8;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3363808003;Milka Alpenmilch 270g"
"20210518-071046-0000000003-00000000000000009581;71046;20210518;15;9;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3363808003;Milka Alpenmilch 270g"
"20210518-071046-0000000003-00000000000000009603;71046;20210518;17;4;1;46537;Dinslaken;0.590;280100;280101;Tafelschokolade;4509830007;G&G Weiße Schokolade 100g"
"20210518-071046-0000000003-00000000000000009627;71046;20210518;17;7;1;46537;Dinslaken;1.790;270300;270303;Waffeln mit Schokol;3850291000;G&G Milch-Haseln.Waffelschn.10x25g"
"20210518-071046-0000000003-00000000000000009648;71046;20210518;17;1;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;120865002;Ritter Sport Schokolade Nugat 100g"
"20210518-071046-0000000003-00000000000000009656;71046;20210518;17;2;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3359824006;Milka Ganze Haselnuss 270g"
"20210518-071046-0000000003-00000000000000009667;71046;20210518;18;4;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;120786000;Milka Schoko&Keks 300g"
"20210518-071046-0000000003-00000000000000009667;71046;20210518;18;3;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3363807000;Milka Triolade 280g"
"20210518-071046-0000000003-00000000000000009667;71046;20210518;18;5;1;46537;Dinslaken;7.160;280100;280101;Tafelschokolade;3947983005;Milka Strawberry Cheesecake 300g"
"20210518-071046-0000000003-00000000000000009681;71046;20210518;18;18;1;46537;Dinslaken;1.090;280100;280101;Tafelschokolade;122568000;Trumpf Schogetten EZB 100g"
"20210518-071046-0000000003-00000000000000009681;71046;20210518;18;19;1;46537;Dinslaken;1.090;280100;280101;Tafelschokolade;122568000;Trumpf Schogetten EZB 100g"
"20210518-071046-0000000003-00000000000000009681;71046;20210518;18;16;1;46537;Dinslaken;1.390;280100;280101;Tafelschokolade;3061484008;Ritter Sport NK D.Vol.Nuss 100g"
"20210518-071046-0000000003-00000000000000009681;71046;20210518;18;17;1;46537;Dinslaken;1.390;280100;280101;Tafelschokolade;3061484008;Ritter Sport NK D.Vol.Nuss 100g"
"20210518-071046-0000000003-00000000000000009707;71046;20210518;19;2;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;2169626000;Milka & LU 87g"
"20210518-071046-0000000003-00000000000000009715;71046;20210518;19;11;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;120761001;Milka Alpenmilch 100g"
"20210518-071046-0000000003-00000000000000009715;71046;20210518;19;12;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;120761001;Milka Alpenmilch 100g"
"20210518-071046-0000000003-00000000000000009719;71046;20210518;19;9;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;2209307009;Milka Bunte Kakaolinsen 100g"
"20210518-071046-0000000003-00000000000000009724;71046;20210518;19;4;1;46537;Dinslaken;1.190;280100;280101;Tafelschokolade;2209307009;Milka Bunte Kakaolinsen 100g"
"20210518-071046-0000000003-00000000000000009726;71046;20210518;19;5;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3363808003;Milka Alpenmilch 270g"
"20210518-071046-0000000003-00000000000000009748;71046;20210518;20;6;1;46537;Dinslaken;1.790;280100;280101;Tafelschokolade;3947983005;Milka Strawberry Cheesecake 300g"
"20210518-071046-0000000003-00000000000000009752;71046;20210518;20;24;1;46537;Dinslaken;0.000;280100;280101;Tafelschokolade;120761001;Milka Alpenmilch 100g"
"20210518-071046-0000000003-00000000000000009769;71046;20210518;20;25;1;46537;Dinslaken;1.290;280100;280101;Tafelschokolade;4407348008;Bio Alna.Vollmilchschokolade 100g"
"20210518-071046-0000000003-00000000000000009769;71046;20210518;20;26;1;46537;Dinslaken;1.290;280100;280101;Tafelschokolade;4510732004;Bio E.Schw.Milchschokol.Fairtrade 100g"
"20210518-071046-0000000001-00000000000000003561;71046;20210518;8;3;1;46537;Dinslaken;1.590;290300;290304;Husten/Kräuterbonbon;1123438006;Em-eukal Honig zuckerhaltig 75g"
"20210518-071046-0000000001-00000000000000003625;71046;20210518;10;13;1;46537;Dinslaken;2.090;290400;290404;Lakritzwaren;180980002;Red Band Lakritz Münzen 500g"
"20210518-071046-0000000001-00000000000000003651;71046;20210518;10;4;1;46537;Dinslaken;1.390;270300;270303;Waffeln mit Schokol;4147043007;G&G Schoko Waffeln Zartbitter 175g"
"20210518-071046-0000000001-00000000000000003651;71046;20210518;10;3;1;46537;Dinslaken;1.390;270300;270303;Waffeln mit Schokol;4147099000;G&G Schoko Waffeln VM 175g"
"20210518-071046-0000000001-00000000000000003699;71046;20210518;12;6;1;46537;Dinslaken;1.190;270400;270401;Gebäck-/Waffelmischg;4281467008;G&G Gebäck&Waffelmischung 500g"
"20210518-071046-0000000001-00000000000000003703;71046;20210518;12;1;1;46537;Dinslaken;1.190;290300;290304;Husten/Kräuterbonbon;121125004;Kaiser Waldhonig-Salbei gefüllt 90g"
"20210518-071046-0000000001-00000000000000003714;71046;20210518;12;4;1;46537;Dinslaken;2.990;;;;3648452002;"
"20210518-071046-0000000001-00000000000000003744;71046;20210518;13;3;1;46537;Dinslaken;2.990;;;;3648452002;"
"20210518-071046-0000000001-00000000000000003780;71046;20210518;14;5;1;46537;Dinslaken;1.190;270400;270401;Gebäck-/Waffelmischg;4281462003;G&G Waffelmischung 400g"
"20210518-071046-0000000001-00000000000000003783;71046;20210518;14;7;1;46537;Dinslaken;1.190;270400;270401;Gebäck-/Waffelmischg;4281462003;G&G Waffelmischung 400g"
"20210518-071046-0000000001-00000000000000003787;71046;20210518;14;5;1;46537;Dinslaken;1.490;290300;290307;Lollys;4470649006;Nimm2 Lolly 120g"
"20210518-071046-0000000001-00000000000000003795;71046;20210518;14;6;1;46537;Dinslaken;1.590;270200;270299;Stg. Gebäcke;4578211008;G&G Schoko Buttertaler 300g"
"20210518-071046-0000000001-00000000000000003808;71046;20210518;14;5;1;46537;Dinslaken;0.850;290300;290307;Lollys;667540000;Küfa Kola-Kugel Lolly 4ST"
"20210518-071046-0000000002-00000000000000008316;71046;20210518;15;1;1;46537;Dinslaken;1.590;290300;290302;Karam/Mi/Johg/Sabonb;3816364007;Werthers Original Soft Caramels 180g"
"20210518-071046-0000000002-00000000000000008383;71046;20210518;17;2;1;46537;Dinslaken;0.790;270200;270203;Cookies;4588221002;G&G Cookies American Style Classic 225g"
"20210518-071046-0000000002-00000000000000008432;71046;20210518;18;8;1;46537;Dinslaken;0.890;290500;290598;Stg.Pflanz.Süßwaren;2809510007;Küchle Knabber-Esspapier 4-Farbig 25g"
"20210518-071046-0000000002-00000000000000008432;71046;20210518;18;9;1;46537;Dinslaken;0.890;290500;290598;Stg.Pflanz.Süßwaren;2809510007;Küchle Knabber-Esspapier 4-Farbig 25g"
"20210518-071046-0000000002-00000000000000008433;71046;20210518;18;9;1;46537;Dinslaken;0.950;290500;290598;Stg.Pflanz.Süßwaren;139461008;Katjes Katzen Ohren 200g"
"20210518-071046-0000000002-00000000000000008480;71046;20210518;20;6;1;46537;Dinslaken;1.690;290300;290301;Fruchtbonbons;1243611002;Küfa Himbeeren 200g"
"20210518-071046-0000000003-00000000000000009375;71046;20210518;9;9;1;46537;Dinslaken;0.990;270200;270204;Sandwich Gebäck;4318184007;G&G Monster Doppelkekse 500g"
"20210518-071046-0000000003-00000000000000009401;71046;20210518;10;14;1;46537;Dinslaken;0.890;290500;290598;Stg.Pflanz.Süßwaren;2809510007;Küchle Knabber-Esspapier 4-Farbig 25g"
"20210518-071046-0000000003-00000000000000009401;71046;20210518;10;15;1;46537;Dinslaken;0.890;290500;290598;Stg.Pflanz.Süßwaren;2809510007;Küchle Knabber-Esspapier 4-Farbig 25g"
"20210518-071046-0000000003-00000000000000009412;71046;20210518;10;4;1;46537;Dinslaken;0.990;290400;290402;Fruchtgummi;3720979003;G&G Wine Gums 300g"
"20210518-071046-0000000003-00000000000000009412;71046;20210518;10;5;1;46537;Dinslaken;0.990;290400;290402;Fruchtgummi;3720979003;G&G Wine Gums 300g"
"20210518-071046-0000000003-00000000000000009483;71046;20210518;12;6;1;46537;Dinslaken;0.950;290400;290402;Fruchtgummi;3969613009;Katjes Wunderland Rainbow 200g"
"20210518-071046-0000000003-00000000000000009527;71046;20210518;13;5;1;46537;Dinslaken;2.290;270200;270299;Stg. Gebäcke;4471680000;G&G Hafertaler 600g"
"20210518-071046-0000000003-00000000000000009543;71046;20210518;14;11;1;46537;Dinslaken;0.990;290400;290404;Lakritzwaren;4612069008;Sallos Schwarzweich Salmiak 200g"
"20210518-071046-0000000003-00000000000000009543;71046;20210518;14;12;1;46537;Dinslaken;0.990;290400;290404;Lakritzwaren;4612121005;Sallos Schwarzweich Klassik 200g"
